	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1482	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1483	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	pneumosintes
ASV_1484	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
ASV_1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA
ASV_1487	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1489	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1490	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	NA
ASV_1491	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1492	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1494	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
ASV_1495	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1497	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1498	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_1499	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1501	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1502	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1503	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1504	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_1505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1506	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
ASV_1507	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1508	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	thermophilus
ASV_1509	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
ASV_1510	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-002	NA
ASV_1512	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
ASV_1513	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1514	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1515	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
ASV_1516	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1517	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1518	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_1520	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
ASV_1521	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
ASV_1522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_1523	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1524	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rhamnosus
ASV_1525	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	faecium
ASV_1526	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	NA
ASV_1527	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_1528	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	NA
ASV_1529	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1530	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	NA
ASV_1531	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1532	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_1533	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003	NA
ASV_1534	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
ASV_1535	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1536	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1537	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1538	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_1539	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
ASV_1540	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1541	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1542	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1543	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	NA
ASV_1544	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
ASV_1545	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
ASV_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1547	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1548	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1549	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV_1551	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_1	NA
ASV_1552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1553	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1554	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
ASV_1555	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_1556	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1557	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1558	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1560	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1561	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_1563	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
ASV_1564	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_3	NA
ASV_1566	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1567	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1568	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
ASV_1569	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
ASV_1570	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1571	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	NA
ASV_1572	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1574	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	micra
ASV_1575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	NA
ASV_1576	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1579	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_1580	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	NA
ASV_1581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1582	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1583	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis
ASV_1584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1585	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1586	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1587	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1588	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-002	NA
ASV_1589	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_1590	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1591	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA
ASV_1592	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1593	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
ASV_1594	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia-Obesumbacterium	NA
ASV_1595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1596	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1597	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA
ASV_1598	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1599	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1600	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pseudocitrobacter	NA
ASV_1601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1602	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Sutterella	NA
ASV_1603	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1604	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	NA
ASV_1605	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1606	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1607	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	NA
ASV_1608	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1609	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1610	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1611	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1613	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	NA
ASV_1614	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1615	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1616	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1617	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1618	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_1619	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_1620	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1621	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1622	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1623	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1624	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1625	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_1626	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_1627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1628	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1629	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1630	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
ASV_1631	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
ASV_1632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA
ASV_1633	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	NA
ASV_1634	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352	NA
ASV_1636	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1637	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1638	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	NA
ASV_1639	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1640	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1641	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1642	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1643	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
ASV_1644	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	NA
ASV_1645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1647	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	NA
ASV_1648	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1649	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	NA
ASV_1650	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_1651	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1652	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	NA
ASV_1653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_1654	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	NA
ASV_1655	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1656	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_1657	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1658	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	NA
ASV_1659	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_1660	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
ASV_1661	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	NA
ASV_1662	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1663	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	NA
ASV_1664	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	NA
ASV_1665	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1666	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina	NA
ASV_1667	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1668	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	intestinalis
ASV_1669	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	NA
ASV_1670	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	NA
ASV_1671	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1672	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1673	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_1674	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
ASV_1675	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_2	NA
ASV_1676	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1677	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV_1678	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_1679	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA
ASV_1680	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1681	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1682	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_1683	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1684	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_1685	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1686	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_1687	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	NA
ASV_1688	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA
ASV_1689	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	NA
ASV_1690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1691	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1692	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
ASV_1693	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1694	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1695	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_1696	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_1698	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_3	NA
ASV_1699	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	NA
ASV_1700	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
ASV_1701	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1702	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	NA
ASV_1703	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
ASV_1704	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ASV_1705	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	NA
ASV_1706	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	NA
ASV_1708	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
ASV_1709	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans
ASV_1710	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	dentocariosa
ASV_1711	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1712	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	NA
ASV_1714	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1715	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1716	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
ASV_1717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	NA
ASV_1718	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	NA
ASV_1719	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1720	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1721	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
ASV_1722	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1723	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1724	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	NA
ASV_1725	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA
ASV_1726	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
ASV_1727	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1728	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
ASV_1729	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1730	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_1731	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
ASV_1732	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
ASV_1733	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	NA
